Ration Card Number,State,District no.,Age,Gender,Family Size,Aadhaar Linked,Foodgrain Type,Monthly Quota (kg),Subsidy Amount (INR),FPS ID,Transaction Date,Transaction Status
8855728779,Maharashtra,District 8,57,Other,4,Yes,Sugar,22,415,FPS7207,11-04-2024,Success
6524028540,Karnataka,District 29,34,Female,6,No,Wheat,5,469,FPS1409,07-04-2024,Failure
1241200966,Madhya Pradesh,District 13,29,Other,5,Yes,Sugar,24,58,FPS2872,22-04-2024,Failure
9066435068,Bihar,District 20,42,Male,8,Yes,Rice,12,439,FPS2978,12-04-2024,Failure
7407509972,Uttar Pradesh,District 17,51,Other,5,Yes,Pulses,23,57,FPS7275,10-04-2024,Success
3878620420,Bihar,District 23,70,Other,10,No,Rice,33,208,FPS2988,10-04-2024,Success
9271425575,Maharashtra,District 32,29,Other,3,No,Wheat,10,401,FPS6618,06-04-2024,Failure
4227540596,Madhya Pradesh,District 29,30,Other,3,Yes,Pulses,17,175,FPS7709,12-04-2024,Success
4017100398,West Bengal,District 41,72,Female,4,No,Sugar,24,451,FPS8628,27-04-2024,Failure
5392504329,Karnataka,District 47,39,Female,5,Yes,Pulses,9,56,FPS7299,24-04-2024,Failure
6224478301,Tamil Nadu,District 39,23,Other,8,Yes,Wheat,12,98,FPS8086,29-04-2024,Success
8020982726,Maharashtra,District 12,48,Other,2,No,Rice,17,253,FPS9237,25-04-2024,Success
9517491836,Gujarat,District 6,49,Female,8,Yes,Rice,25,98,FPS7995,15-04-2024,Failure
2089702619,Tamil Nadu,District 34,31,Other,7,Yes,Pulses,18,136,FPS7152,25-04-2024,Success
8687516887,Tamil Nadu,District 9,18,Male,5,Yes,Wheat,35,98,FPS3814,09-04-2024,Success
3815208603,Andhra Pradesh,District 4,46,Male,2,No,Rice,23,315,FPS6239,28-04-2024,Success
9522703650,Maharashtra,District 42,27,Male,6,No,Wheat,25,113,FPS8025,25-04-2024,Success
4861889114,Tamil Nadu,District 8,32,Female,8,Yes,Millet,14,78,FPS7561,24-04-2024,Success
3468618393,Andhra Pradesh,District 27,23,Female,8,Yes,Wheat,8,461,FPS9397,18-04-2024,Success
9241829198,Uttar Pradesh,District 46,27,Female,3,Yes,Wheat,5,51,FPS5235,11-04-2024,Failure
5603720129,Karnataka,District 48,42,Female,3,Yes,Sugar,30,178,FPS8617,22-04-2024,Success
6976905041,Gujarat,District 45,36,Female,7,Yes,Millet,15,144,FPS2937,12-04-2024,Failure
6508160944,Bihar,District 24,40,Female,3,No,Pulses,20,480,FPS2298,17-04-2024,Failure
1752603296,Maharashtra,District 49,51,Male,9,Yes,Wheat,5,253,FPS3183,03-04-2024,Success
8764732969,Maharashtra,District 14,50,Male,5,Yes,Wheat,5,119,FPS2856,06-04-2024,Failure
1477129726,Gujarat,District 2,36,Female,9,Yes,Pulses,30,383,FPS9669,10-04-2024,Failure
6939180263,Karnataka,District 49,42,Female,9,Yes,Rice,18,108,FPS2567,10-04-2024,Failure
7806416277,Madhya Pradesh,District 44,56,Male,9,Yes,Rice,17,418,FPS1484,16-04-2024,Failure
7093672821,Rajasthan,District 38,38,Other,6,No,Sugar,26,60,FPS8861,07-04-2024,Failure
7681345163,Uttar Pradesh,District 9,48,Other,8,Yes,Pulses,17,120,FPS6859,15-04-2024,Failure
7162914238,Madhya Pradesh,District 26,35,Male,3,No,Sugar,19,256,FPS3255,27-04-2024,Failure
2771982951,Uttar Pradesh,District 24,35,Other,7,Yes,Pulses,33,314,FPS4075,17-04-2024,Failure
4522749544,Karnataka,District 39,27,Male,6,Yes,Millet,12,410,FPS6808,27-04-2024,Failure
7593088238,Karnataka,District 24,28,Other,10,No,Pulses,24,440,FPS3579,17-04-2024,Success
3280852022,Rajasthan,District 50,77,Male,8,No,Rice,29,389,FPS6730,20-04-2024,Success
2450709749,Gujarat,District 19,79,Female,8,No,Rice,30,201,FPS2969,02-04-2024,Failure
8949791230,Gujarat,District 17,31,Male,7,Yes,Rice,33,289,FPS1241,14-04-2024,Success
1106649294,Tamil Nadu,District 19,30,Male,10,Yes,Rice,13,420,FPS2431,24-04-2024,Success
1141850948,Uttar Pradesh,District 5,33,Other,10,No,Wheat,8,305,FPS9625,15-04-2024,Failure
5549190717,Gujarat,District 38,27,Male,6,Yes,Wheat,31,362,FPS2200,29-04-2024,Success
4703316558,Andhra Pradesh,District 18,24,Male,6,Yes,Rice,5,495,FPS4984,26-04-2024,Failure
5103820353,West Bengal,District 41,23,Female,4,Yes,Sugar,10,126,FPS4147,28-04-2024,Failure
5414595269,Gujarat,District 30,58,Other,10,Yes,Sugar,25,69,FPS1645,25-04-2024,Failure
9373461044,Maharashtra,District 13,62,Male,2,Yes,Millet,14,209,FPS5511,09-04-2024,Failure
5082666033,Bihar,District 6,78,Other,8,Yes,Pulses,32,258,FPS1244,03-04-2024,Failure
6783946501,Maharashtra,District 49,28,Female,10,No,Sugar,7,204,FPS7840,27-04-2024,Success
2899088267,Maharashtra,District 31,24,Other,10,No,Wheat,25,135,FPS3563,18-04-2024,Success
5246975596,Bihar,District 46,75,Male,3,No,Rice,21,255,FPS9368,19-04-2024,Failure
1478023677,West Bengal,District 22,29,Male,2,No,Rice,13,145,FPS3439,27-04-2024,Success
9477093340,West Bengal,District 7,36,Male,5,No,Pulses,20,293,FPS1394,07-04-2024,Success
4953392816,Andhra Pradesh,District 16,41,Female,10,Yes,Pulses,21,126,FPS3570,04-04-2024,Success
2100884840,Bihar,District 34,50,Male,10,Yes,Wheat,28,445,FPS5048,01-04-2024,Success
2488859500,Uttar Pradesh,District 29,34,Other,7,Yes,Pulses,28,274,FPS1908,21-04-2024,Failure
7450189339,Gujarat,District 31,66,Female,5,No,Millet,5,167,FPS3787,12-04-2024,Success
1677343854,Maharashtra,District 25,61,Other,8,Yes,Wheat,33,363,FPS8190,09-04-2024,Failure
5905934838,Madhya Pradesh,District 40,19,Male,4,No,Rice,14,209,FPS4878,19-04-2024,Success
3724927685,Bihar,District 17,38,Female,5,No,Sugar,20,65,FPS3522,09-04-2024,Failure
6289660852,Bihar,District 26,74,Other,4,No,Rice,27,392,FPS6746,26-04-2024,Failure
9665527098,Maharashtra,District 40,68,Male,2,Yes,Rice,20,421,FPS7208,10-04-2024,Failure
8064054307,Rajasthan,District 38,53,Other,2,Yes,Pulses,26,376,FPS5017,17-04-2024,Success
5955361163,West Bengal,District 47,54,Female,7,Yes,Pulses,22,249,FPS8334,03-04-2024,Success
7216229446,Karnataka,District 29,39,Male,2,Yes,Millet,21,317,FPS8130,21-04-2024,Success
7681674758,Uttar Pradesh,District 44,70,Female,10,No,Sugar,33,66,FPS2077,27-04-2024,Failure
9682680201,Maharashtra,District 5,22,Female,2,No,Pulses,18,145,FPS4676,07-04-2024,Success
9255155188,Uttar Pradesh,District 29,69,Female,5,Yes,Sugar,35,313,FPS9344,23-04-2024,Success
6297886475,Karnataka,District 38,27,Female,5,No,Pulses,28,128,FPS6907,27-04-2024,Success
2048296538,Maharashtra,District 38,74,Female,4,Yes,Pulses,31,244,FPS9255,27-04-2024,Failure
5285396741,Karnataka,District 2,74,Other,3,No,Pulses,28,373,FPS5613,01-04-2024,Success
1885609435,Bihar,District 6,61,Male,4,Yes,Pulses,26,433,FPS2853,13-04-2024,Success
5527355130,Rajasthan,District 50,59,Male,7,Yes,Rice,34,184,FPS1575,11-04-2024,Success
8955383640,Maharashtra,District 20,70,Other,5,Yes,Wheat,32,99,FPS8167,19-04-2024,Failure
9709755046,Tamil Nadu,District 26,62,Male,8,No,Wheat,10,250,FPS9261,09-04-2024,Success
7261476948,Gujarat,District 48,20,Female,6,Yes,Sugar,21,144,FPS3155,28-04-2024,Success
9890822528,Rajasthan,District 35,62,Male,7,Yes,Millet,23,63,FPS4866,03-04-2024,Success
5390713919,Andhra Pradesh,District 25,24,Female,6,No,Wheat,12,300,FPS7035,15-04-2024,Failure
6319881237,Bihar,District 14,29,Other,6,Yes,Millet,15,343,FPS7427,07-04-2024,Failure
7474416770,Uttar Pradesh,District 14,22,Female,4,Yes,Millet,19,154,FPS3472,05-04-2024,Failure
8538794393,West Bengal,District 35,74,Female,9,No,Pulses,24,316,FPS6301,08-04-2024,Success
8824898621,Tamil Nadu,District 29,72,Other,8,No,Pulses,11,67,FPS6932,29-04-2024,Success
2904152678,Maharashtra,District 48,39,Female,7,Yes,Millet,20,355,FPS6964,12-04-2024,Success
6434232510,Bihar,District 15,46,Male,2,No,Rice,6,158,FPS1177,15-04-2024,Failure
8996017117,Madhya Pradesh,District 33,79,Female,5,No,Sugar,29,481,FPS3892,26-04-2024,Failure
3297675988,Maharashtra,District 17,73,Female,10,Yes,Pulses,32,228,FPS1798,03-04-2024,Failure
9885185955,Uttar Pradesh,District 20,46,Female,7,No,Pulses,16,275,FPS7355,29-04-2024,Success
3834167464,Andhra Pradesh,District 21,60,Male,5,Yes,Millet,9,353,FPS6760,21-04-2024,Success
4962349959,Andhra Pradesh,District 34,60,Other,6,No,Millet,14,383,FPS5219,12-04-2024,Failure
6758869672,Madhya Pradesh,District 32,66,Male,8,Yes,Rice,23,464,FPS1850,08-04-2024,Success
7706868561,Andhra Pradesh,District 32,22,Male,10,No,Rice,25,371,FPS4574,06-04-2024,Success
6620141031,Rajasthan,District 46,23,Female,9,No,Sugar,8,250,FPS9434,01-04-2024,Failure
5221724238,Gujarat,District 15,67,Male,10,No,Sugar,19,416,FPS1032,09-04-2024,Success
1837303382,Maharashtra,District 7,31,Male,9,No,Rice,32,367,FPS7105,04-04-2024,Failure
2027998710,West Bengal,District 36,75,Female,4,Yes,Wheat,32,193,FPS3367,28-04-2024,Success
5225406144,Gujarat,District 27,56,Male,8,Yes,Wheat,12,480,FPS4548,01-04-2024,Success
6145750796,Andhra Pradesh,District 6,62,Female,8,Yes,Pulses,5,115,FPS1841,18-04-2024,Success
3117610741,Andhra Pradesh,District 1,55,Male,2,Yes,Wheat,8,480,FPS5165,26-04-2024,Failure
3630652716,Tamil Nadu,District 40,74,Other,9,No,Sugar,15,350,FPS9704,17-04-2024,Failure
8358716777,Madhya Pradesh,District 43,28,Other,6,No,Sugar,27,212,FPS9600,03-04-2024,Success
7818261851,Tamil Nadu,District 27,34,Male,10,No,Pulses,31,393,FPS9930,24-04-2024,Success
3765846968,Uttar Pradesh,District 17,63,Male,3,No,Pulses,22,327,FPS3560,06-04-2024,Success
5470663334,Karnataka,District 2,79,Other,10,Yes,Sugar,28,226,FPS7363,25-04-2024,Success
3441842061,Bihar,District 48,50,Male,9,Yes,Sugar,25,362,FPS5812,22-04-2024,Success
7911417981,Andhra Pradesh,District 9,26,Other,3,No,Rice,5,281,FPS1430,22-04-2024,Failure
6044621786,Karnataka,District 4,46,Male,4,Yes,Sugar,10,383,FPS6362,03-04-2024,Success
8064573207,Bihar,District 41,80,Other,5,No,Sugar,25,159,FPS5989,29-04-2024,Success
2098149671,Karnataka,District 47,25,Other,2,Yes,Rice,8,124,FPS8728,24-04-2024,Success
9819011116,Uttar Pradesh,District 36,52,Male,7,Yes,Wheat,13,256,FPS9534,26-04-2024,Failure
6024134721,Gujarat,District 2,63,Other,8,Yes,Pulses,22,490,FPS2507,30-04-2024,Failure
3336297696,Maharashtra,District 30,28,Other,2,No,Rice,25,239,FPS8566,13-04-2024,Failure
9896781605,Andhra Pradesh,District 42,56,Male,5,No,Wheat,27,322,FPS8928,16-04-2024,Failure
5211186513,Uttar Pradesh,District 21,64,Other,6,No,Rice,25,310,FPS7486,22-04-2024,Success
7470746082,Maharashtra,District 30,48,Female,7,Yes,Rice,9,198,FPS8399,30-04-2024,Failure
3174006745,Bihar,District 8,31,Male,9,Yes,Pulses,6,454,FPS8459,28-04-2024,Failure
9466388607,Maharashtra,District 46,72,Other,7,Yes,Millet,28,346,FPS2109,29-04-2024,Success
5032866731,Gujarat,District 21,34,Male,2,No,Millet,25,249,FPS3996,29-04-2024,Failure
4878119733,Rajasthan,District 33,79,Female,9,Yes,Pulses,5,443,FPS5324,01-04-2024,Success
9259130046,Uttar Pradesh,District 13,20,Female,2,Yes,Pulses,17,221,FPS7651,07-04-2024,Failure
4389566877,Gujarat,District 15,58,Female,3,Yes,Rice,6,197,FPS1783,18-04-2024,Failure
1308978767,Maharashtra,District 6,62,Female,7,No,Millet,16,100,FPS9047,26-04-2024,Failure
7741159661,West Bengal,District 7,35,Male,3,No,Pulses,23,292,FPS2905,05-04-2024,Failure
4880783612,West Bengal,District 42,54,Female,7,No,Sugar,17,445,FPS6068,22-04-2024,Success
5743881229,Andhra Pradesh,District 8,25,Other,8,No,Rice,30,110,FPS6548,21-04-2024,Failure
9689641449,Tamil Nadu,District 15,55,Male,9,No,Millet,24,381,FPS5957,08-04-2024,Failure
8879673919,Uttar Pradesh,District 38,35,Female,6,No,Millet,24,489,FPS6542,16-04-2024,Failure
2777294552,West Bengal,District 17,39,Other,3,No,Sugar,15,152,FPS6664,06-04-2024,Failure
8219770414,West Bengal,District 30,71,Male,8,No,Wheat,7,288,FPS7049,06-04-2024,Success
3253617113,Bihar,District 46,69,Female,6,No,Rice,27,432,FPS2194,13-04-2024,Failure
9711723736,West Bengal,District 47,63,Female,10,Yes,Sugar,13,55,FPS5910,26-04-2024,Failure
2991905258,Uttar Pradesh,District 30,80,Male,6,No,Sugar,10,458,FPS8743,30-04-2024,Failure
6647528086,West Bengal,District 43,22,Other,9,No,Rice,28,323,FPS2786,30-04-2024,Failure
7506599452,Maharashtra,District 29,28,Male,9,Yes,Sugar,29,418,FPS5899,01-04-2024,Failure
6895019386,Uttar Pradesh,District 22,36,Other,2,No,Millet,14,424,FPS7086,21-04-2024,Success
7879984039,Madhya Pradesh,District 32,39,Other,4,Yes,Wheat,29,423,FPS1278,29-04-2024,Success
9593603766,Madhya Pradesh,District 14,67,Male,8,Yes,Pulses,11,285,FPS2994,06-04-2024,Failure
4517612302,Andhra Pradesh,District 18,42,Other,8,Yes,Rice,20,119,FPS2682,01-04-2024,Success
7958296378,Tamil Nadu,District 41,19,Female,3,No,Rice,22,91,FPS5748,03-04-2024,Failure
8368714842,Tamil Nadu,District 24,71,Male,10,Yes,Wheat,31,272,FPS1598,25-04-2024,Success
1438558202,Uttar Pradesh,District 24,53,Female,5,Yes,Pulses,21,416,FPS3575,06-04-2024,Failure
1783632296,Tamil Nadu,District 45,33,Other,3,No,Wheat,11,123,FPS5415,05-04-2024,Success
3080789019,Madhya Pradesh,District 10,69,Female,10,No,Wheat,33,157,FPS8959,27-04-2024,Success
5200757172,Rajasthan,District 48,35,Female,8,No,Wheat,21,466,FPS9205,15-04-2024,Failure
9376387924,Uttar Pradesh,District 38,49,Male,8,Yes,Millet,14,403,FPS5268,29-04-2024,Failure
9084692924,Karnataka,District 7,21,Female,5,No,Rice,22,196,FPS5753,23-04-2024,Success
4178523097,West Bengal,District 26,73,Male,2,Yes,Pulses,11,77,FPS1239,03-04-2024,Failure
8527878386,Karnataka,District 24,66,Other,7,Yes,Sugar,33,108,FPS7452,10-04-2024,Failure
1087699428,Tamil Nadu,District 2,45,Male,10,Yes,Wheat,33,338,FPS2492,16-04-2024,Success
5420591350,Karnataka,District 31,36,Male,3,Yes,Sugar,26,243,FPS2276,01-04-2024,Failure
2908819472,Madhya Pradesh,District 39,39,Male,5,No,Sugar,16,77,FPS1638,27-04-2024,Success
8852833804,Andhra Pradesh,District 14,24,Other,3,Yes,Rice,32,448,FPS4556,30-04-2024,Failure
8191312501,Uttar Pradesh,District 17,79,Other,4,No,Pulses,9,323,FPS1236,12-04-2024,Failure
1279385105,Uttar Pradesh,District 1,70,Other,3,No,Sugar,6,404,FPS8181,04-04-2024,Failure
6452915068,Maharashtra,District 47,33,Male,6,Yes,Rice,20,468,FPS7147,10-04-2024,Success
6143948622,Rajasthan,District 44,20,Male,7,No,Pulses,24,489,FPS5186,06-04-2024,Failure
7029427168,Andhra Pradesh,District 13,75,Other,6,Yes,Sugar,28,58,FPS9493,28-04-2024,Success
6791031785,Gujarat,District 36,53,Other,6,Yes,Sugar,5,454,FPS5302,20-04-2024,Success
5165974469,West Bengal,District 40,40,Female,7,Yes,Sugar,21,233,FPS2587,24-04-2024,Failure
4619672275,Rajasthan,District 21,76,Female,7,No,Millet,25,78,FPS7049,08-04-2024,Failure
5801022751,Madhya Pradesh,District 6,43,Male,2,No,Pulses,24,92,FPS8252,09-04-2024,Failure
1174800341,Karnataka,District 34,69,Other,2,Yes,Sugar,13,442,FPS8065,21-04-2024,Success
3518544060,Bihar,District 12,52,Male,6,No,Sugar,6,64,FPS8387,05-04-2024,Failure
3796479181,Maharashtra,District 25,23,Male,5,No,Rice,28,201,FPS8748,30-04-2024,Failure
2265765503,Tamil Nadu,District 5,49,Male,6,Yes,Pulses,22,466,FPS4206,06-04-2024,Success
6406739138,West Bengal,District 21,61,Female,9,Yes,Millet,18,120,FPS7390,25-04-2024,Failure
8472207938,Bihar,District 47,63,Other,9,Yes,Wheat,33,183,FPS3142,29-04-2024,Success
6959585750,Rajasthan,District 46,39,Female,6,Yes,Rice,10,426,FPS4171,26-04-2024,Failure
8052700992,Maharashtra,District 43,30,Other,3,Yes,Wheat,30,324,FPS2930,13-04-2024,Success
7795571384,Rajasthan,District 2,69,Female,8,Yes,Wheat,12,145,FPS7110,07-04-2024,Failure
4269266490,Rajasthan,District 22,26,Female,7,No,Rice,10,218,FPS4765,19-04-2024,Failure
6682137448,Karnataka,District 41,63,Other,7,Yes,Wheat,22,243,FPS8011,13-04-2024,Failure
5753751525,Maharashtra,District 31,26,Other,2,No,Wheat,35,477,FPS8905,24-04-2024,Failure
9478274938,Bihar,District 39,73,Other,10,Yes,Pulses,31,275,FPS2215,25-04-2024,Failure
3590288625,Karnataka,District 19,23,Male,2,Yes,Millet,8,366,FPS6690,12-04-2024,Failure
2272333109,Maharashtra,District 45,20,Female,9,No,Millet,28,394,FPS4980,02-04-2024,Failure
1396583825,Madhya Pradesh,District 46,44,Other,7,No,Sugar,8,130,FPS2244,26-04-2024,Success
7432078993,Andhra Pradesh,District 7,39,Female,10,Yes,Wheat,15,57,FPS1688,01-04-2024,Success
5571619570,Tamil Nadu,District 25,35,Female,9,No,Sugar,16,297,FPS1660,12-04-2024,Success
9897255874,West Bengal,District 50,44,Female,10,Yes,Rice,17,311,FPS9925,22-04-2024,Failure
6638467112,Gujarat,District 13,78,Male,7,Yes,Sugar,14,161,FPS7337,11-04-2024,Success
9408782875,Bihar,District 21,58,Male,7,Yes,Pulses,8,184,FPS5403,06-04-2024,Failure
9959734224,Gujarat,District 26,39,Female,9,Yes,Wheat,31,232,FPS3251,24-04-2024,Success
6826058250,Uttar Pradesh,District 23,37,Other,3,Yes,Rice,19,81,FPS6958,17-04-2024,Success
1585908895,Andhra Pradesh,District 36,57,Male,2,Yes,Pulses,35,310,FPS8520,05-04-2024,Success
4519302185,Uttar Pradesh,District 46,42,Male,2,Yes,Wheat,30,423,FPS2685,09-04-2024,Failure
2848862299,Tamil Nadu,District 8,29,Female,10,Yes,Rice,21,483,FPS2282,08-04-2024,Success
7204874539,Tamil Nadu,District 9,66,Other,7,No,Rice,6,108,FPS9970,23-04-2024,Failure
3061596076,Karnataka,District 22,60,Other,3,Yes,Wheat,18,178,FPS4648,02-04-2024,Success
2038697723,Rajasthan,District 31,54,Female,3,Yes,Millet,33,104,FPS6268,29-04-2024,Success
3517897330,Rajasthan,District 25,36,Female,9,No,Wheat,6,228,FPS8173,12-04-2024,Failure
7775506664,Gujarat,District 50,80,Other,6,Yes,Pulses,30,203,FPS2696,15-04-2024,Success
6357226618,Maharashtra,District 23,34,Other,6,Yes,Wheat,13,253,FPS9252,21-04-2024,Failure
5895581561,Gujarat,District 14,26,Other,3,Yes,Millet,19,437,FPS5926,29-04-2024,Success
7972497253,Karnataka,District 42,27,Male,7,No,Pulses,13,77,FPS1781,20-04-2024,Failure
4145448352,Uttar Pradesh,District 27,58,Female,2,Yes,Wheat,35,478,FPS4700,12-04-2024,Failure
3896404905,Andhra Pradesh,District 43,79,Male,7,No,Millet,15,239,FPS6578,09-04-2024,Success
4017035898,Maharashtra,District 2,36,Other,3,No,Rice,32,199,FPS1966,03-04-2024,Success
7052424267,Madhya Pradesh,District 4,70,Female,10,No,Millet,32,230,FPS4172,29-04-2024,Failure
1530194044,Karnataka,District 46,42,Female,3,Yes,Pulses,32,172,FPS3944,13-04-2024,Success
7217096478,Tamil Nadu,District 25,36,Female,9,No,Sugar,29,261,FPS1444,03-04-2024,Failure
6858823237,Maharashtra,District 42,61,Male,9,No,Pulses,15,456,FPS5802,06-04-2024,Success
6494658853,Andhra Pradesh,District 45,68,Other,3,No,Pulses,15,473,FPS9247,23-04-2024,Failure
9121255461,Tamil Nadu,District 18,32,Other,3,No,Pulses,15,177,FPS7132,20-04-2024,Success
5398769156,Madhya Pradesh,District 18,78,Female,6,No,Sugar,21,352,FPS3287,08-04-2024,Success
7207597466,Madhya Pradesh,District 47,75,Other,3,No,Pulses,8,121,FPS6052,11-04-2024,Success
2870912429,Maharashtra,District 17,31,Female,3,Yes,Pulses,21,445,FPS8149,12-04-2024,Failure
4992054219,Andhra Pradesh,District 19,72,Other,5,No,Millet,16,210,FPS7047,13-04-2024,Success
4075727002,Uttar Pradesh,District 20,34,Female,10,No,Pulses,12,272,FPS3973,06-04-2024,Success
1114085853,Tamil Nadu,District 25,19,Female,3,No,Sugar,34,385,FPS8411,25-04-2024,Failure
9662244509,Uttar Pradesh,District 1,54,Female,6,Yes,Pulses,33,90,FPS5758,23-04-2024,Success
5573827058,Maharashtra,District 16,42,Other,7,Yes,Wheat,18,249,FPS1899,08-04-2024,Failure
1791749750,Tamil Nadu,District 45,47,Other,2,Yes,Sugar,31,181,FPS7859,25-04-2024,Failure
7612524752,Andhra Pradesh,District 42,42,Female,10,No,Rice,14,173,FPS8881,07-04-2024,Failure
1912139748,Bihar,District 27,52,Other,10,No,Wheat,21,263,FPS3204,27-04-2024,Success
2836715741,Madhya Pradesh,District 5,55,Male,5,Yes,Wheat,29,480,FPS2616,24-04-2024,Failure
3784317379,Madhya Pradesh,District 48,53,Male,10,Yes,Millet,18,428,FPS2354,01-04-2024,Success
8934963000,Tamil Nadu,District 47,49,Other,8,No,Wheat,29,239,FPS3151,18-04-2024,Success
4647090314,Rajasthan,District 14,67,Female,3,No,Millet,13,430,FPS4564,03-04-2024,Failure
1383526012,Maharashtra,District 45,60,Female,7,Yes,Millet,8,406,FPS3109,24-04-2024,Failure
2374203522,Tamil Nadu,District 14,39,Other,3,No,Millet,33,477,FPS9370,11-04-2024,Failure
5297619348,West Bengal,District 36,47,Other,9,No,Sugar,14,335,FPS8657,18-04-2024,Success
4798087263,Tamil Nadu,District 34,69,Female,4,No,Rice,20,277,FPS9117,30-04-2024,Failure
8617472648,West Bengal,District 3,27,Female,7,Yes,Rice,23,482,FPS2103,06-04-2024,Failure
6415381726,Uttar Pradesh,District 37,69,Female,9,No,Sugar,19,259,FPS8859,14-04-2024,Failure
7554344323,Uttar Pradesh,District 43,47,Male,8,Yes,Rice,14,77,FPS1343,07-04-2024,Success
4416427261,Madhya Pradesh,District 9,22,Male,4,Yes,Sugar,34,304,FPS9723,12-04-2024,Failure
7075628635,Bihar,District 8,64,Other,5,No,Pulses,31,454,FPS7756,23-04-2024,Success
5563983490,Tamil Nadu,District 33,67,Other,4,No,Sugar,33,261,FPS7826,29-04-2024,Failure
3794812993,Andhra Pradesh,District 17,44,Other,8,No,Sugar,34,54,FPS9160,24-04-2024,Failure
7644721838,Andhra Pradesh,District 43,54,Male,8,Yes,Pulses,28,133,FPS9990,22-04-2024,Success
2629861464,Rajasthan,District 39,68,Other,3,No,Pulses,22,469,FPS2787,14-04-2024,Success
6197961173,Rajasthan,District 39,47,Male,2,Yes,Rice,14,94,FPS2498,02-04-2024,Success
2630554672,Andhra Pradesh,District 14,25,Other,4,Yes,Sugar,22,197,FPS6537,11-04-2024,Success
9063938747,Gujarat,District 27,68,Other,2,Yes,Rice,17,205,FPS4682,09-04-2024,Failure
1124108843,West Bengal,District 13,48,Other,3,Yes,Rice,14,272,FPS5266,24-04-2024,Failure
3367622380,Gujarat,District 7,44,Female,3,No,Millet,9,271,FPS5383,04-04-2024,Failure
